suppliers_profile_total,suppliers_complete_clustering,suppliers_median_contract_value_eq1,suppliers_median_contract_value_le100,share_median_contract_value_eq1,share_median_contract_value_le100
921372,895320,22996,60341,0.025403965696471437,0.06665944921250579
