cluster,log_median_awards_per_year,log_median_contract_value,median_buyer_countries,median_cross_border_share,median_hhi_cpv,years_active,supplier_is_consortium
1,-0.14342836257278027,-2.733229820158214,-0.046924378268007966,-0.16692495015427117,0.1788758085616577,-0.24658224430998027,-0.18928498581343212
2,2.0878354355855318,0.11897175113367224,0.2706760081309752,-0.13902642019615197,-2.195874910279774,2.0268496627565797,-0.4021106355310839
3,-0.15255707033467342,0.19716265274260938,-0.04404850809672322,-0.16807113705177848,0.18567083514642072,-0.11149104024574027,-0.46131932924894276
4,-0.1737125799125131,0.1679844234431453,0.712517974146424,5.863415857993998,0.04714948584295294,-0.07300484992567308,-0.3908535874272291
5,-0.26054787053001477,0.3480636617297683,-0.04692437826809176,-0.16870822401855967,0.18386609824587255,-0.3666712371271562,2.167693438513076
